"","name","Sex","Nation","sleeptime","steps","height","weight","IMC","Age"
"60","J_3545","M","PT",9.21975583187791,13187.0509161337,160.382683386748,65.3198371703803,25.3939431248938,26.7000227572291
"61","D_1509","M","PO",11.1654466079187,12794.7248433282,155.30071583896,62.6900111980146,25.9927022728704,28.909665188531
"62","R_7322","M","FR",8.2296119448669,13215.4233963657,164.566575807285,66.6800785317832,24.6214052974048,25.4090454813797
"63","F_9098","V","GE",11.2774233639176,11335.5239388366,171.332345540735,73.1216736371147,24.9096372036443,26.3847380580501
"64","M_1214","V","IT",17.8100594308647,10914.2170416901,180.171873416919,78.1530289587867,24.0753065592392,23.732453411197
"65","K_7554","V","IT",8.41430233565965,11224.242804502,182.456468564153,79.4264044948771,23.8586778653016,25.6935084120061
"66","Q_2133","M","FR",15.6617287306812,12889.8862700616,148.286216303669,58.8663486124877,26.7710577220011,30.8313912167209
"67","P_807","M","FR",9.82805906925916,13274.0061630608,153.112282461467,61.0343686163245,26.0348089490743,25.5721487006322
"68","I_2348","M","GB",21.5558649707879,13128.7164406052,156.472264185731,62.9673326808337,25.7181996216793,30.2844053964701
"69","S_6760","M","FR",18.1234543001136,13178.2524903055,160.301676770653,65.0222544443263,25.3038085458202,32.1023486121354
"70","O_4871","V","GB",8.90806514630681,10904.9187088193,164.188297223192,69.160532644574,25.6551129847686,25.8785906685877
"71","B_4929","M","PT",21.1844106974268,13181.0739330672,160.169958850045,64.5289842152335,25.1531685322674,25.2964443090874
"72","H_9756","V","PT",16.7372204302497,10745.6636310771,175.157849740384,75.3333941578077,24.5543433767909,27.8653233525573
"73","A_1092","V","IR",8.87879174790205,11034.0179175297,173.554574748954,74.804268907868,24.8344331263255,25.615952340105
"74","C_3862","V","FR",3.75258246115974,11141.7596728453,176.733853015546,77.0843176011241,24.6789421914899,30.8597667809329
"75","G_1845","M","FR",4.83099268314244,12960.1546741505,161.090701853189,66.1853607508651,25.5047454254902,34.7812731359779
"76","N_3538","V","GB",10.5668733994965,11036.8964971144,175.580553720138,75.5585665993707,24.5092985390945,30.2041483034091
"77","V_7853","V","FR",16.3682518403326,11028.4677259473,176.678488171322,76.0824272494518,24.3734502160054,28.6416135317222
"78","L_706","M","IT",6.85183414415632,12939.3282459035,171.133365328972,70.580312947144,24.0998421500423,30.293175915777
"79","T_9404","V","SP",11.4808612164159,8883.75868095774,176.099736633334,75.1038805070028,24.2183730176891,25.5723043155681
"80","W_3302","V","SP",2.63843335863436,9350.6912160173,168.106107849386,72.3951738376793,25.6178470940519,29.1616135573034
"81","E_2785","M","IT",7.50122298330105,12932.9009610524,154.11269296201,61.5600466687234,25.9192315612899,29.4823025834883
"82","U_648","V","GB",13.1106093715229,10571.5718431885,170.057744667561,73.0267624593984,25.2516183615642,27.6912921570627
"83","J_4383","M","IT",5.20510332947588,13415.7343564467,162.402968888859,66.0506688853716,25.0431694088136,28.7176780786287
"84","D_2885","V","FR",5.81220463963007,10994.6419141996,165.415968640452,70.1631198973659,25.6421258564836,28.5044068691213
"85","R_3087","V","IT",15.4749022687842,10844.956285313,177.620120965776,76.8348734568788,24.3542106074082,33.2708953709574
"86","F_2334","M","IT",14.4502703322742,13104.4915290216,172.442986940859,71.5449406682136,24.0595696134859,36.0362302399746
"87","M_3096","V","SP",6.01325273260789,8745.05842540867,172.971151005795,74.5659900202733,24.9226051897695,30.7721521411093
"88","K_50","V","SP",3.60223104873203,8945.02705167128,171.391336235531,73.3222743414285,24.9607826251045,25.3200431698394
"89","Q_8254","M","GE",17.5431164248052,13019.1445261395,163.373869024518,66.4477463234283,24.8951683504976,26.619517866169
"90","P_9091","M","FR",11.3864620827621,12994.2327265842,155.335081193347,62.3893976039808,25.8566165426382,29.9179539009684
"91","I_4698","M","PT",13.1542121238969,12939.7352414722,162.108020707233,65.54146117798,24.9406123884351,25.0581157776926
"92","S_712","M","SP",12.2500110289581,11001.233669609,158.565526264853,63.9300117752773,25.4265383454838,30.2920986805766
"93","O_4612","V","GB",3.70573746937257,11635.4479887292,169.310623834813,73.0195865174374,25.4724635569835,33.2958057945883
"94","B_4016","M","SP",12.0395474976428,10748.5355715996,161.943937279786,66.2495393088027,25.2611707710331,31.8019300913533
"95","H_2510","V","SP",10.4513504341296,9019.40887726055,175.06164569949,74.8111876864815,24.4109418365351,20.7032284954586
"96","A_2316","M","IT",12.1353237653191,13224.3341541528,177.160698331372,73.8447748125748,23.5279995628363,32.7069745745843
"97","C_259","M","FR",5.17043679507529,12816.9297119039,172.623768509896,71.6051178363468,24.0293972438542,34.604298912321
"98","G_9658","V","IT",18.6732490630943,11061.8577607543,164.370386792304,70.0768036054666,25.9374412290111,29.6940207391396
"99","N_1209","V","IT",9.06787136550567,10893.8746697025,162.851944320669,69.1727522195034,26.082496600757,28.988481879612
"100","V_9113","M","SP",5.365741556931,10869.6246715858,165.003124422687,67.0750194960056,24.6363560393366,27.9334590311474
"101","L_4400","V","SP",14.0955490090931,9030.17666588712,176.630699579742,76.9859966112746,24.6762611726239,29.1777966796831
"102","T_61","V","SP",1.26344406935953,9066.99773545523,170.851453464842,72.7812660223805,24.9334428240373,25.772588498619
"103","W_348","M","GE",7.34068681133533,13000.7385960091,149.000807754569,59.1604569230428,26.6473652043964,31.628054913016
"104","E_8583","M","IT",10.7850135054283,12833.9975054141,157.91006932172,63.5215649894896,25.4742578807387,29.4323567814042
"105","U_4209","V","PT",7.41374529887855,10882.3824826615,172.490054856395,73.7640129692466,24.7922769633516,29.3355287425688
"106","J_2386","M","GB",10.7506940364552,13131.1183113738,166.553821262237,68.3563837295518,24.6416552168219,35.879692155429
"107","D_6973","M","GB",6.0196259947588,12804.1500394122,167.748713712631,68.9558677089379,24.5048941210238,30.3009181472004
"108","R_4236","V","SP",5.92737515557841,8746.17222717904,182.682624034903,79.9870715453267,23.9676423026254,30.873308229358
"109","F_4158","V","SP",5.30421429956031,9071.81373029102,173.930063222445,74.066883933207,24.4835711685737,25.2204412902363
"110","M_8784","V","PT",14.9114288790199,10945.8557769993,180.843782983511,78.5437679266022,24.0162151214435,28.8238847257562
"111","K_1386","V","SP",9.64387629246003,8812.40602545178,171.173856519073,73.2611868183566,25.003400601701,30.6817146595219
"112","Q_6658","M","PT",12.3969940373064,13030.6100000849,170.194917261811,70.0400290329465,24.1798245503902,29.7913433256617
"113","P_4311","M","GB",13.0899248946798,12546.9757568499,163.466347503668,66.8619124723493,25.0220032984945,29.8877822132427
"114","I_2155","M","IT",6.43197855576575,13241.9932167479,160.17545061665,65.0145329232654,25.3406959429149,31.6209517179237
"115","S_9642","V","SP",13.290732011517,8912.97822221748,170.022604630796,73.1810729235531,25.3154378068374,28.3609140003561
"116","O_936","V","IT",5.64692391820691,11234.8877439038,168.435401090643,71.9697405491694,25.3678223061787,25.7654389321116
"117","B_6864","V","SP",9.41836322307017,9220.39696723713,172.396590931899,74.4469734371518,25.0489600143908,31.0056651187247
"118","H_2950","M","FR",15.4838012309025,12944.0924003732,163.955851185454,66.911306831924,24.8911906765089,28.9437624301787
"119","A_1556","V","SP",2.33158072419095,9251.94944953142,153.215633574104,63.5415348868768,27.0677114709854,27.7364971133629
"120","C_9000","M","SP",5.86043209943037,10756.8056946276,168.828794204635,69.4525789594028,24.3666227495234,32.4696060334765
"121","G_5309","V","FR",3.36174852982033,11002.8527889946,180.198788824153,78.6119483260346,24.209444520135,28.3501268590361
"122","N_5090","V","SP",10.7013587721435,9274.53466428639,176.282973065341,76.7208432678753,24.6883823592687,34.5798539049905
"123","V_4900","M","IT",6.28769943547831,13098.5216930284,167.282234662616,68.457298843515,24.4635858631873,28.4601229014056
"124","L_3499","V","SP",16.8305464272169,9178.89705226894,173.337431500713,74.2061936856519,24.6976391900538,28.6925071750588
"125","T_6391","V","SP",10.6040865386867,8936.72312528448,182.470052757849,79.5088823941754,23.8798972431361,30.1699441849444
"126","W_2344","M","IT",14.3084841564671,12699.1732252795,165.840410564697,67.5083020831278,24.5457584772973,25.1303971951481
"127","E_8693","V","SP",6.4629670686668,9133.43379745342,172.373175479543,74.1631392206001,24.9602390255175,31.6235837946146
"128","U_2503","V","GE",4.84779491923778,11011.423971868,171.375276664995,73.3349744519082,24.9697852458988,27.2826634078142
"129","J_6552","V","SP",12.481049661152,9045.67131047959,178.16574504132,76.4093263206603,24.0712117925355,26.201411956966
"130","D_4105","M","FR",14.1252355287644,13152.5516655278,163.47148008435,66.7481796692522,24.9778720579395,32.8762579898016
"131","R_3050","M","FR",5.50302975983317,13340.3073353666,165.7910149251,67.8777072062378,24.6947812687051,25.1373379096818
"132","F_5933","M","PO",9.94662765588246,12594.8265848747,171.562746689536,70.7375241654611,24.0327724316829,32.8966026752683
"133","M_5603","V","IT",14.2816136223387,10873.0900876673,169.484242982856,72.2341147718386,25.1468562454793,24.4786456687686
"134","K_3644","M","FR",12.016615445106,12900.4638663537,169.776234727428,69.8924461989503,24.248029155677,24.2071377365078
"135","Q_4243","V","SP",7.77244165301629,8948.58796044457,169.198420579427,72.4522115370629,25.3080705846263,27.1704264597567
"136","P_8724","V","FR",4.2390433102315,11028.4695684682,173.490693794096,74.8720068667183,24.875230088628,30.1862901193795
"137","I_298","M","IT",6.67431792631987,12984.4624412373,161.788652481909,66.2639106511318,25.3151757658461,34.0358924080976
"138","S_3359","V","GB",14.7633791417764,11199.752130542,178.977503702376,77.6100573286215,24.2281978416736,31.2336496755372
"139","O_1985","V","GB",9.6726597827583,10919.3265671275,167.983177525661,71.5527200160053,25.3568069220072,26.6601198415809
"140","B_9386","V","BE",5.05425589032119,10442.6725769868,175.12521668697,75.0266144999422,24.4634654529911,25.4632261793355
"141","H_5477","V","GE",4.654713842315,11098.1981378131,174.818696893979,75.6519767986829,24.7539507971361,30.2344818990487
"142","A_3263","M","GB",10.2959003842178,13251.4424127066,161.233133839524,65.4948969141099,25.1941013612436,31.1413408467091
"143","C_9983","M","SP",17.6175810476743,11106.7394173093,171.404597104865,70.8016480962138,24.098967497745,28.4472951873439
"144","G_7900","M","SP",7.34839542275524,11106.5681427755,160.190379070875,65.3892213277834,25.4819880389684,28.10227364941
"145","N_2069","M","FR",14.8415721846756,12833.0570162164,154.518866504931,61.8040584170598,25.8853455603919,27.6293214852302
"146","V_7095","M","GB",5.05031032450995,13457.5201236652,162.422219513794,65.9059016968372,24.9823578247542,35.2371228964499
"147","L_5716","V","IR",9.86273763757297,11045.427159955,168.158425802102,71.6855441571449,25.350954749866,25.0984647591142
"148","T_4883","V","FR",11.1753963682777,10920.3669797297,180.335623417605,78.3599803414432,24.0952406028598,28.7839051121934
"149","W_4660","M","PT",8.02191672813171,12813.2750160198,162.354873158002,65.9027408715227,25.0018888259583,30.8339780210142
"150","E_7249","M","SP",15.5689000220241,11112.8129356282,162.876667649862,66.5919989078681,25.1017673833137,32.3713757019281
"151","U_2215","V","PT",5.43506005424516,10941.2867233935,167.974798224594,71.7787259705469,25.4394366327075,30.1956998579838
"152","J_4892","V","FR",12.7858800169458,11253.7342439125,182.550951787407,79.6607416244357,23.9043061343261,25.6532989085435
"153","D_9108","M","GB",10.6229476996128,13232.8146144113,175.116632153547,72.6949206415974,23.7055084203833,28.6406851594774
"154","R_2375","V","PO",5.41466432851625,10892.1661542239,170.316792338076,73.2184343810778,25.2409385631722,28.6420852534383
"155","F_6680","M","GE",10.7666850694712,12913.6169722131,175.02523136154,72.6348578562325,23.710666942828,28.3497486556632
"156","M_8044","M","GB",7.95700533290979,12814.1641484351,159.133397315507,65.0302127359266,25.6798513588051,35.7410115074858
"157","K_8112","M","SP",8.89931449720855,10783.5587066421,159.813595918831,65.0420410749874,25.4663506259501,33.3034487235361
"158","Q_133","V","GB",7.18471187317548,11130.7063153014,185.14437485029,80.4085896821452,23.4574825354444,26.4323531438441
"159","P_8855","V","PT",13.1338705858726,10893.4595343489,170.973230245099,73.5129686938619,25.1482475827053,26.2517188995781
"160","I_2667","V","SP",3.33093907244291,8955.24417874196,178.276017824496,77.1566105426021,24.2765680903155,29.4380605284484
"161","S_6578","V","IT",4.69921126987911,11301.8037283878,169.009437974569,71.9985191672793,25.2058675052637,29.0906554018027
"162","O_1457","M","FR",11.002001402572,13221.2726292828,164.194200198454,66.3805915854543,24.6221228260381,29.9642830833513
"163","B_4939","M","BE",8.26622188699606,13293.5479464466,151.829296564364,60.5001550212165,26.2449244924118,29.8020084313511
"164","H_8077","M","SP",11.3649042111095,11170.27879823,161.78679819742,65.5826623996783,25.0554889778098,26.9437656643139
"165","A_5452","V","GE",4.98953838056925,11398.904895672,178.94691937041,77.1971457518338,24.1075341537582,24.2634472936458
"166","C_5911","V","SP",1.7608887387439,9380.40699882428,172.563608008904,74.3606042635434,24.9714916407042,21.6864445426369
"167","G_3351","V","PT",7.31660886012464,11193.1409211204,170.753466749568,72.4617180499122,24.8524705186329,18.5843830604876
"168","N_7936","M","IT",13.9243798834984,13019.0000699869,154.825367640395,62.2562174612673,25.9715871479936,27.5143810585915
"169","V_4056","M","IT",10.395101258616,13056.68340617,168.917091172012,69.865374253648,24.4858284057057,36.2529307775391
"170","L_7114","M","GB",5.28340244812056,12569.7255747298,160.667968914932,64.9932627856726,25.1773335080344,35.5546222257633
"171","T_5019","V","GE",6.48182270765784,10633.2418715983,178.470761052135,77.45308710153,24.3166968845689,33.2823447163409
"172","W_4397","V","PT",2.97450470468726,10475.6194187457,171.395956045067,72.6594389668078,24.7338030597473,21.3999961868437
"173","E_3429","M","GB",19.9519353933103,12696.910025477,151.89543483479,60.9431553270123,26.4140802559002,34.3458605601075
"174","U_9563","M","IT",17.8416043039703,12937.4351768865,172.330128563146,71.1045138574536,23.9427895085388,31.3044992210675
"175","J_4436","M","GB",19.7928213530023,13110.5538219055,165.140578339642,67.4880319249435,24.7468064191106,25.5445299282753
"176","D_4590","V","IR",10.3083293354386,11417.6985819361,172.376928896233,73.5705551844611,24.7597215031909,27.0691589547078
"177","R_3277","V","IT",12.9842537635147,10944.0542203145,167.060495258665,71.4569621709532,25.6033633830995,28.7864077871569
"178","F_4373","M","SP",6.31989622536842,11061.12687001,159.104247257639,64.7695579787394,25.586294055388,35.4797562576853
"179","M_7299","M","FR",13.1189034099152,13169.9176973032,165.987661826209,68.121400663409,24.7247525846983,30.5236140169863
"180","K_3371","V","GB",17.4991488404762,11266.6327024661,181.291527577543,79.1473124906332,24.0813680797665,27.8261065376985
"181","Q_6090","M","SP",8.12189995038281,11163.3717982725,167.535708467866,68.2658258792506,24.3214002940605,27.5091664906691
"182","P_566","M","IT",14.6649585877878,13365.1118326532,166.182166750837,68.426387411779,24.777345545639,33.9501353856779
"183","I_8037","M","GB",21.2540259698746,13159.0918221724,165.784557436115,67.7533547498349,24.6514605389285,30.6231532922341
"184","S_1813","V","PT",12.731737214743,11232.0254460443,169.048794729805,72.0594731261075,25.2154617215808,25.3057549425987
"185","O_6015","M","FR",5.28625079812528,12780.1934435189,168.861622023324,69.5958865909758,24.407407859431,28.3305103503941
"186","B_8804","V","FR",10.8461546562385,10742.5396916224,187.533569010651,81.8451283615361,23.2720583082844,27.9164141333603
"187","H_5523","V","SP",3.30783908375572,9326.48841327237,165.663434163409,70.2972390777452,25.6144449009551,24.0037999436936
"188","A_2721","M","PT",5.72910208039678,13185.9706617608,162.473384822675,66.6136705291829,25.2347442841888,31.1571062513107
"189","C_9886","M","PO",14.0554948013771,13291.3718415841,160.375780962691,65.7493984837284,25.5631410029974,32.3743939911099
"190","G_7359","V","SP",8.34631319463696,9454.79182706795,154.984248158684,65.112735337641,27.1075843872824,28.8367302255654
"191","N_1784","M","IT",20.0320571988357,12585.3229461386,171.12353870621,70.9564320297769,24.2310517013161,31.6972270290826
"192","V_4617","M","IT",5.29669901798743,13386.0753855447,183.330504433397,77.2259141232405,22.9770141102815,28.5443014610969
"193","L_8091","M","GB",9.27260243262113,12968.190384117,168.94726532192,69.9942049765278,24.5222181808578,30.185506858235
"194","T_7260","M","SP",5.46070041381615,11277.269848654,174.563473193388,72.6934356270138,23.855495760166,33.3474744166161
"195","W_360","V","PO",6.43972167712205,10781.8010123653,168.291487077314,71.3369032792807,25.187783793578,30.5255364503253
"196","E_881","M","GE",6.5956798074798,13303.543179013,172.487734073549,71.668428905964,24.0885938992047,29.3601583039307
"197","U_9429","M","FR",17.7840184058673,12571.0788607872,151.460806871911,60.4544136665349,26.3528433964354,32.0872028302028
"198","J_9313","M","SP",4.37185031640778,10531.2127829701,154.98138433578,62.4933683651504,26.018057069448,28.2818118021857
"199","D_8457","V","FR",8.13010184089819,10995.0347885082,186.329660089368,81.3275779026139,23.4246901475126,24.4546098702829
"200","R_3803","M","SP",5.12071367845149,11363.0494708996,141.743331089964,55.0611058719828,27.4056217938911,27.0214459542937
"201","F_4739","V","PT",11.2990782318028,11482.9390928999,179.470820992006,77.3461127834444,24.0132417480593,25.3741733963966
"202","M_5150","M","SP",19.8368437606628,10901.3163245151,163.771256299583,66.3335113114716,24.7319082027094,30.1338762837576
"203","K_1668","V","PT",7.93150462763966,11123.8621333964,174.465810675695,75.1727917600883,24.6967618435638,34.1620038457681
"204","Q_7973","V","IT",3.20412748460538,10657.3980696236,170.668936655883,73.4361474913526,25.2116297229786,27.4307355860953
"205","P_1256","V","SP",1.04724315857659,8936.71498303578,176.960170078586,75.7853182797855,24.2010397406772,24.6756944345497
"206","I_9405","M","FR",19.699729514775,12867.9010308927,165.581250755618,67.890822110452,24.7621728079968,28.6020226662748
"207","S_4040","M","BE",12.5039284630652,12969.5429698215,157.179928272514,63.5104687982222,25.7069851079177,30.1128616669748
"208","O_1095","M","GB",9.63693172446824,12776.1167641157,167.536508457492,69.2329523995703,24.6657276382427,32.2566517127017
"209","B_9507","M","IT",13.3641959121975,13435.5362640777,149.843155858468,59.1228567097879,26.331863060837,24.2402561498023
"210","H_5874","V","PT",7.30291464091305,10935.6272256714,187.889324148437,82.1490469611095,23.2701038215666,27.2543290284769
"211","A_8690","V","IT",3.23899582786133,11412.5851433826,177.787915104705,77.4967020810012,24.5176447000732,30.4990368634789
"212","C_1948","V","SP",8.87651181730601,8912.66175818521,183.220966986553,80.2244274821766,23.8977098920312,29.4406937297556
"213","G_970","M","IT",6.42917666965809,13097.4572306606,160.850167912323,65.2993805160417,25.238644361215,28.7686536666418
"214","N_6400","M","SP",3.87495277547711,11228.993821949,160.491887255504,64.9378754395965,25.2111065410074,25.559890696435
"215","V_998","V","SP",7.42055525658886,8721.35303272141,174.631695176648,74.6489623205261,24.4780961009239,21.9842637580554
"216","L_4516","M","FR",13.7482871418521,12950.8515444969,162.275951495709,66.2243233111238,25.1483329057768,30.472409820736
"217","T_9332","V","GE",5.3936171810252,11057.4853479165,179.54211413719,77.2462939462306,23.9632094037517,27.8333685489825
"218","W_7983","M","SP",6.30106009771979,10958.6621714018,178.643145931316,74.5746896546353,23.3678490456183,26.0647017457281
"219","E_5750","M","SP",8.67237712413356,11045.0794297839,171.957193366959,71.3502969075381,24.129875909523,32.6895573080926
"220","U_8793","M","GB",13.5983554548402,12687.6833436769,157.88982235693,63.7567354567596,25.5751270304816,31.1401185524127
"221","J_9610","M","IT",8.11157302102526,12755.3142657568,160.641391961584,65.5402865883,25.3976432638057,32.2204484543547
"222","D_4558","M","SP",4.80223521116043,11209.4817860664,162.049245839906,66.0195847667165,25.1407807173274,33.237946273537
"223","R_6827","M","SP",3.00598632191164,11253.7995158434,168.052435221814,69.0568492148475,24.4521549432362,31.7269518786311
"224","F_1789","V","PT",4.19471620146159,10649.9191971596,181.90874052205,78.7941099694544,23.8114926416674,31.6558785216696
"225","M_41","V","IT",13.1324644725984,10839.7151385713,168.52219652103,71.3778221399588,25.1332742704519,23.7617669107103
"226","K_8713","V","PT",8.61244985391962,11229.4046827353,171.11252869881,73.6302169963866,25.1473636296056,23.4113333168755
"227","Q_4411","M","SP",15.1552601272291,11053.1760708259,169.029808689003,70.1151375511707,24.5406007802873,33.6729489796222
"228","P_544","M","SP",5.0115014079012,11096.8862198151,154.674893102612,62.3715378272192,26.0703464770764,35.8344060074287
"229","I_4098","V","FR",7.32221547720361,10933.4863782127,170.000057373983,73.1389621440623,25.3075822754889,29.3679835547009
"230","S_6240","V","PT",8.98737886047376,10858.0493374971,173.565719769527,74.7111352032985,24.8003281942428,31.2697215377392
"231","O_5352","V","SP",13.8830055881883,9215.47334408925,171.914036913421,73.4973016452658,24.8684500109387,23.1571219614778
"232","B_3858","V","IT",5.26094698969696,11151.497131835,178.335425425059,76.9489145669786,24.1950906635505,28.2306969477849
"233","H_7418","M","PT",10.7766563122404,12881.5739664687,173.077582950395,71.6096841975021,23.9050752580754,27.4044244490107
"234","A_5201","M","FR",6.01566637102346,12928.1473468176,166.569570968782,68.2802650907968,24.60956087023,31.1318060448456
